PROCEDURE_CODE,DESCRIPTION,PAYER_NAME,LINE_OF_BUSINESS,ORG_NAME_ORG,CHARGE_PER_UNIT,PAID_AMT_PER_UNIT,ALLOWED_AMT_PER_UNIT
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,SPECIALTY ORTHOPAEDICS PC,6651.27,1301,1352.03
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Commercial,SPECIALTY ORTHOPAEDICS PC,5226,630.62,1113.7
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Commercial,ADVANCED CENTER FOR JOINT SURGERY LLC,55000,24677.14,29172
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,PIEDMONT MOUNTAINSIDE HOSPITAL,24203.37,11277.05,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,PIEDMONT MOUNTAINSIDE HOSPITAL,27225.98,10426.51,26848.24
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,SOUTHERN REGIONAL MEDICAL CENTER,3267,1409.23,1409.23
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,SOUTHERN REGIONAL MEDICAL CENTER,3267,1317.87,1882.67
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,SOUTHERN REGIONAL MEDICAL CENTER,3267,1029.65,1300.06
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,ADVANCED CENTER FOR JOINT SURGERY LLC,55000,6032.83,8634.04
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Medicaid,ADVANCED CENTER FOR JOINT SURGERY LLC,55000,8598.27,8650.05
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,ST. JOSEPH'S HOSPITAL,17646.23,10490.97,11163.04
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,NORTHSIDE HOSPITAL-CHEROKEE,16325,2707.08,2931.97
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Commercial,ST. JOSEPH'S HOSPITAL,18066.5,4869,5219
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,ATHENS ORTHOPEDIC CLINIC PA,5455.29,888.81,878.02
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,HUGHSTON CLINIC P.C.,4415.54,907.1,911.05
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,ATHENS ORTHOPEDIC CLINIC PA,7511,2611.54,2611.54
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,PERIMETER ORTHOPAEDICS PC,6962.85,1175.93,1448.61
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,QSS GEORGIA LLC,1393,176.81,176.81
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,HARBIN CLINIC,3798,866.4,867.64
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,DEKALB GPO LLC,29833.33,646.15,803.3
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,DEKALB GPO LLC,30000,2231.8,2284.85
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,DEKALB GPO LLC,30000,1270.15,1328.77
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,DEKALB GPO LLC,29583.33,1080.12,1211.96
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,ORTHOPAEDIC ASSOCIATES SURGERY CENTER LLC,24500,10789.34,13060.51
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,F5 SURGICAL - TRICOUNTY SURGICAL LLC,6341.42,177.71,177.71
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,SOUTHEAST GEORGIA HEALTH SYSTEM BRUNSWICK CAMPUS,20914.07,11967.21,14068.79
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Commercial,ROSWELL SURGERY CENTER L.L.C.,42648.5,14803,15428
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,ROSWELL SURGERY CENTER L.L.C.,42482.58,6884.19,8628.25
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,ROSWELL SURGERY CENTER L.L.C.,42368.28,3938.83,3790.36
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,ROSWELL SURGERY CENTER L.L.C.,42421.52,24338.55,27573.99
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,ROSWELL SURGERY CENTER L.L.C.,42228.17,10057.25,10858.95
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,ROSWELL SURGERY CENTER L.L.C.,42438.33,9164.42,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,TAYLOR REGIONAL HOSPITAL,7260,1246.53,1246.53
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,ROME ORTHOPAEDIC CENTER PC,3603.75,1097.96,1648.49
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,ROME ORTHOPAEDIC CENTER PC,5265.23,1031.06,1196.83
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,ROME ORTHOPAEDIC CENTER PC,3105.11,720.85,733.39
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,WELLSTAR DOUGLAS HOSPITAL,16611,10188.66,12735.82
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,ROME ORTHOPAEDIC CENTER PC,3258.27,610.64,764.26
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,GWINNETT PHYSICIAN GROUP LLC,4641,1306.7,1306.7
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,WELLSTAR DOUGLAS HOSPITAL,15735.97,11558.12,12233.12
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Medicaid,ROME ORTHOPAEDIC CENTER PC,4521.83,790.33,807.85
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,ROME ORTHOPAEDIC CENTER PC,3129.06,928.94,1030.3
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Commercial,ROME ORTHOPAEDIC CENTER PC,2628.29,1102.61,1987.84
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,PHOEBE PUTNEY MEMORIAL HOSPITAL,22750,11974.54,12317.13
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,ADVENTHEALTH MEDICAL GROUP,4039,1229.44,1242.82
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,INTERNAL MEDICINE AND GERIATRICS-RHC,3150,1232.07,1240.34
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,PRIME SURGICAL ASSOCIATES INC.,4300,160.82,170.82
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,ORTHOATLANTA SURGERY CENTER OF FAYETTEVILLE LLC,50000,13127.07,12146.72
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,ORTHOATLANTA SURGERY CENTER OF FAYETTEVILLE LLC,50000,10489.25,11607.24
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,ORTHOATLANTA SURGERY CENTER OF FAYETTEVILLE LLC,50000,6960.27,8744.05
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,ORTHOATLANTA SURGERY CENTER OF FAYETTEVILLE LLC,50000,13845.66,15193.56
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,ORTHOATLANTA SURGERY CENTER OF FAYETTEVILLE LLC,50000,8504.59,8893.06
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,FAMILY ORTHOPEDICS PC,4750,1246.53,1246.53
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,REGENERATIVE OTHOPAEDICS SURGERY CENTER LLC,,12126.73,13464.44
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,REGENERATIVE OTHOPAEDICS SURGERY CENTER LLC,,4219.04,21735.72
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,REGENERATIVE OTHOPAEDICS SURGERY CENTER LLC,,6879.37,8641.37
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,PIEDMONT ATHENS SPECIALTY CARE LLC,2853,,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Medicaid,REGENERATIVE OTHOPAEDICS SURGERY CENTER LLC,,8524.03,8524.03
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,REGENERATIVE OTHOPAEDICS SURGERY CENTER LLC,,7922.12,8584.04
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,PIEDMONT ATHENS SPECIALTY CARE LLC,3487,643.91,1469.84
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,PIEDMONT ATHENS SPECIALTY CARE LLC,2979.8,1795.4,1818.29
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,PIEDMONT ATHENS SPECIALTY CARE LLC,3740.6,1382.73,1758.29
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,PIEDMONT ATHENS SPECIALTY CARE LLC,3315.65,673.5,836.58
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,REGENERATIVE OTHOPAEDICS SURGERY CENTER LLC,,9559.02,8612.04
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,WAYNE MEMORIAL HOSPITAL,23745.6,11323.13,11621.31
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,AOI SURGERY CENTER,34178,8679.37,11123.37
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,AOI SURGERY CENTER,34178,11911.56,12021.53
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,AOI SURGERY CENTER,34522.63,12904.62,13260
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,AOI SURGERY CENTER,34178,6859,8606.54
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,STEPHENS COUNTY HOSPITAL,25113.73,11114.11,11409.11
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,ORTHOATLANTA SURGERY CENTER OF AUSTELL LLC,19205,12603.42,13293.47
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,ORTHOATLANTA SURGERY CENTER OF AUSTELL LLC,19205,6897.86,8642.5
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,NORTHVIEW ORTHOPAEDIC,4440,2229.94,2229.94
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,NORTHVIEW ORTHOPAEDIC,4440,1005.6,1301.17
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,ORTHOATLANTA SURGERY CENTER OF AUSTELL LLC,19205,10891.46,12599.01
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Medicaid,ORTHOATLANTA SURGERY CENTER OF AUSTELL LLC,19205,8550.33,8744.05
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,ORTHOATLANTA SURGERY CENTER OF AUSTELL LLC,19205,8702.81,9800
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,WELLSTAR KENNESTONE HOSPITAL,21357,12067.85,12392.85
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,PREMIER SURGERY CENTER,38534,7508.5,7856.92
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,PREMIER SURGERY CENTER,38534,6296.66,7904.96
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,SURGERY CENTER OF BJI LLC,48910,8188.06,10463.64
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,PIEDMONT NEWNAN HOSPITAL,25489.32,10436.53,25343.51
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,AOS SURGERY CENTER LLC,72000,17307.02,19573.8
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,AOS SURGERY CENTER LLC,72000,6593.85,8287.37
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,PHOEBE SUMTER MEDICAL CENTER,11250,10968.04,11353.83
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,WELLSTAR KENNESTONE HOSPITAL,19138.38,11816.61,12162.68
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,PREMIER SURGERY CENTER,38534,8444.19,9321.23
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,NORTHVIEW ORTHOPAEDIC,4440,1300.15,1304.49
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,SURGERY CENTER OF BJI LLC,48910,12978.71,7524.61
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,SURGERY CENTER OF BJI LLC,49695.77,6034.63,7818.82
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Commercial,WELLSTAR KENNESTONE HOSPITAL,15424.5,3707,3707
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,PIEDMONT NEWNAN HOSPITAL,27751.78,18475.2,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Commercial,PIEDMONT NEWNAN HOSPITAL,25947,18899.9,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,AOS SURGERY CENTER LLC,72000,11319.2,8169.29
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Medicaid,AOS SURGERY CENTER LLC,72000,8267.44,8350.95
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,AOS SURGERY CENTER LLC,72000,10730.46,12208.44
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,AOS SURGERY CENTER LLC,72000,8012.22,8350.95
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,PREMIER SURGERY CENTER,38534,1420.94,1568.69
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Medicaid,PREMIER SURGERY CENTER,38534,7963.68,7963.68
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Medicaid,NORTHVIEW ORTHOPAEDIC,4440,1276.7,1306.7
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,PIEDMONT NEWNAN HOSPITAL,26556.76,12158.07,13682
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Medicaid,PIEDMONT NEWNAN HOSPITAL,23568.13,11870.85,12274.82
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,PIEDMONT NEWNAN HOSPITAL,27402.47,10951.12,11026.53
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,PIEDMONT NEWNAN HOSPITAL,24595.04,11216.89,11920.74
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,SURGERY CENTER OF BJI LLC,50233.4,6908.3,8662.99
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,BONE AND JOINT INSTITUTE OF SOUTH GEORGIA P.C.,5417,1582.89,1708.69
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,BONE AND JOINT INSTITUTE OF SOUTH GEORGIA P.C.,5417,1205.4,1303.38
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,EMORY UNIVERSITY HOSPITAL,,,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,EMORY UNIVERSITY HOSPITAL,9153.25,11076.56,11827.92
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,EMORY UNIVERSITY HOSPITAL,11137.65,11493.9,11992.97
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,PIEDMONT COLUMBUS REGIONAL NORTHSIDE,12243.75,14697.69,14175.05
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Medicaid,PIEDMONT COLUMBUS REGIONAL NORTHSIDE,,,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,PIEDMONT COLUMBUS REGIONAL NORTHSIDE,11064.57,10586.78,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,PIEDMONT COLUMBUS REGIONAL NORTHSIDE,16179,10822.61,11183.35
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,PIEDMONT COLUMBUS REGIONAL NORTHSIDE,13525.67,11013.49,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,PIEDMONT COLUMBUS REGIONAL NORTHSIDE,12597,1620.16,1706.15
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,EMORY DECATUR HOSPITAL,11308,11403.59,11403.59
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,TANNER MEDICAL CENTER-CARROLLTON,25838.08,12450.35,13268.1
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,THE LONGSTREET CLINIC PC,4859.62,674.49,678.77
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,WELLSTAR ATLANTA MEDICAL CENTER,15523.54,10556.22,11941.47
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,WELLSTAR ATLANTA MEDICAL CENTER,25580,12155.35,12392.85
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,GEORGIA BONE & JOINT LLC,3102.55,1002.26,1134.93
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,GEORGIA BONE & JOINT LLC,3048.57,614.89,763.15
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Medicaid,GEORGIA BONE & JOINT LLC,3223.2,831.66,840.89
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,GEORGIA BONE & JOINT LLC,3208.62,1489.95,1763.3
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Medicare,GEORGIA BONE & JOINT LLC,948,253.04,253.04
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,GEORGIA BONE & JOINT LLC,3008.87,1234.69,1522.68
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Commercial,GEORGIA BONE & JOINT LLC,3476,2263.85,2376.78
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,GEORGIA BONE & JOINT LLC,2998.57,820.29,803.27
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,FLOYD MEDICAL CENTER,44653.53,11607.17,11950.56
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,WELLSTAR MEDICAL GROUP LLC,3111,1306.7,1306.7
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,WELLSTAR MEDICAL GROUP LLC,3111,1365.06,1365.06
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,STERLING ORTHOPEDICS LLC,3682,178.11,178.11
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,RESURGENS ORTHOPAEDICS,8323.46,1673.7,1861.33
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,PIEDMONT HENRY HOSPITAL,21645.89,11090.53,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,PIEDMONT HENRY HOSPITAL,23381.99,18483.27,18994.8
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Medicaid,PIEDMONT HENRY HOSPITAL,23785.75,12096.07,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,PIEDMONT HENRY HOSPITAL,24319,11062.97,10414
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,PIEDMONT HENRY HOSPITAL,23017.48,10441.45,23017.48
